Spreadsheet: test items,BA,Accuracy,mode,Participant,Category,group
家長都希望小孩補習能學習一把罩。,否,1,machine,9,Classifier,group2
帥哥把妹很容易。,否,1,machine,9,The V component of V-N Compound Verb,group2
約翰把柄在人手裡，不得不對人言聽計從。,否,1,machine,9,The N component of N-N Compound Noun,group2
新球拍的握把很好握。,否,1,machine,9,The N component of V-N Compound Noun,group2
新上任的發言人是外交部第一把交椅。,否,1,machine,9,Classifier,group2
媽媽拿著一把刀切菜。,否,1,machine,9,Classifier,group2
做壞事的同學要小明在教室門口把風。,否,1,machine,9,The V component of V-N Compound Verb,group2
街亭有兵把守。,否,1,machine,9,The V component of V-V Compound Verb,group2
提起修理手錶，陳師傅可是老把式呢。,否,1,machine,9,The N component of N-N-N Compound Noun,group2
兇手推了約翰一把。,否,1,machine,9,Classifier,group2
超市裡三把蔥特價五十塊。,否,1,machine,9,Classifier,group2
女演員懂得如何把持好情緒。,否,1,machine,9,The V component of V-V Compound Verb,group2
老王在街口等了個把時辰。,否,1,machine,9,Classifier,group2
約翰在緊要關頭拉了老王一把。,否,1,machine,9,Classifier,group2
盡情把酒言歡是老王的夢想。,否,1,machine,9,The V component of V-N-V-N Compound Verb,group2
面對各種誘惑，要學習把持得住。,否,1,machine,9,The V component of V-V Compound Verb,group2
約翰替那位老婦人捏了把冷汗。,否,1,machine,9,Classifier,group2
歹徒身旁散落著兩把手槍。,否,1,machine,9,Classifier,group2
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,machine,9,Classifier,group2
約翰抓起一把塵土撒向大海。,否,1,machine,9,Classifier,group2
老師手把手教小明寫作業。,否,1,machine,9,The V component of N-V-N Phrase,group2
約翰用拖把拖地。,否,1,machine,9,The N component of V-N Compound Noun,group2
約翰把握老闆給的機會。,否,1,machine,9,The V component of V-V Compound Verb,group2
妹妹把玩地上的玩具。,否,1,machine,9,The V component of V-V Compound Verb,group2
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,machine,9,Classifier,group2
車門門把生鏽了。,否,1,machine,9,The N component of N-N Compound Noun,group2
九把刀的新書讓約翰愛不釋手。,否,1,machine,9,The N component of N-N-N Compound Noun,group2
新款吹風機設計成超好握的握把。,否,1,machine,9,The N component of V-N Compound Noun,group2
芭蕾把桿是芭蕾舞者的必備工具。,否,1,machine,9,The N component of N-N Compound Noun,group2
歹徒一把火燒光了她家。,否,1,machine,9,Classifier,group2
老王把持健康的生活態度，期盼能長命百歲。,否,1,machine,9,The V component of V-V Compound Verb,group2
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,machine,9,The V component of V-V Compound Verb,group2
趙六把持著整個公司的運作。,否,1,machine,9,The V component of V-V Compound Verb,group2
新款握把布改良了舊款的缺點。,否,1,machine,9,The N component of V-N-N Compound Noun,group2
四把椅子劇團在台北市的劇場表演。,否,1,machine,9,The N component of N-N-N-N Compound Noun,group2
約翰把玩著魔術方塊。,否,1,machine,9,The V component of V-V Compound Verb,group2
約翰每一把都贏。,否,1,machine,10,Classifier,group2
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,machine,10,The N component of V-N Compound Noun,group2
約翰對考一百分有十足的把握。,否,1,machine,10,The V component of V-V Compound Verb,group2
約翰用把手開鎖。,否,1,machine,10,The N component of N-N Compound Noun,group2
這把戲偵探一眼就看破了。,否,1,machine,10,The N component of N-N Compound Noun,group2
政府替人民把關食品安全。,否,1,machine,10,The V component of V-N Compound Verb,group2
中醫師替小明把脈。,否,1,machine,10,The V component of V-N Compound Verb,group2
要懂得把握時機才能爭取升職。,否,1,machine,10,The V component of V-V Compound Verb,group2
把門將士抵擋不住敵人攻城。,否,1,machine,10,The V component of V-N Compound Verb,group2
美國政府把控兩岸局勢。,否,1,machine,10,The V component of V-V Compound Verb,group2
壽司店童抓起整把筷子。,否,1,machine,10,Classifier,group2
媽媽要小明再加把勁。,否,1,machine,10,Classifier,group2
球拍握把要定期更換。,否,1,machine,10,The N component of V-N Compound Noun,group2
新手媽媽每天要幫小孩把屎把尿。,否,1,machine,10,The V component of V-N-V-N Compound Verb,group2
家長都希望小孩補習能學習一把罩。,否,1,machine,10,Classifier,group2
帥哥把妹很容易。,否,1,machine,10,The V component of V-N Compound Verb,group2
約翰把柄在人手裡，不得不對人言聽計從。,否,1,machine,10,The N component of N-N Compound Noun,group2
新球拍的握把很好握。,否,1,machine,10,The N component of V-N Compound Noun,group2
新上任的發言人是外交部第一把交椅。,否,1,machine,10,Classifier,group2
媽媽拿著一把刀切菜。,否,1,machine,10,Classifier,group2
做壞事的同學要小明在教室門口把風。,否,1,machine,10,The V component of V-N Compound Verb,group2
街亭有兵把守。,否,1,machine,10,The V component of V-V Compound Verb,group2
提起修理手錶，陳師傅可是老把式呢。,否,1,machine,10,The N component of N-N-N Compound Noun,group2
兇手推了約翰一把。,否,1,machine,10,Classifier,group2
超市裡三把蔥特價五十塊。,否,1,machine,10,Classifier,group2
女演員懂得如何把持好情緒。,否,1,machine,10,The V component of V-V Compound Verb,group2
老王在街口等了個把時辰。,否,1,machine,10,Classifier,group2
約翰在緊要關頭拉了老王一把。,否,1,machine,10,Classifier,group2
盡情把酒言歡是老王的夢想。,否,1,machine,10,The V component of V-N-V-N Compound Verb,group2
面對各種誘惑，要學習把持得住。,否,1,machine,10,The V component of V-V Compound Verb,group2
約翰替那位老婦人捏了把冷汗。,否,1,machine,10,Classifier,group2
歹徒身旁散落著兩把手槍。,否,1,machine,10,Classifier,group2
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,machine,10,Classifier,group2
約翰抓起一把塵土撒向大海。,否,1,machine,10,Classifier,group2
老師手把手教小明寫作業。,否,1,machine,10,The V component of N-V-N Phrase,group2
約翰用拖把拖地。,否,1,machine,10,The N component of V-N Compound Noun,group2
約翰把握老闆給的機會。,否,1,machine,10,The V component of V-V Compound Verb,group2
妹妹把玩地上的玩具。,否,1,machine,10,The V component of V-V Compound Verb,group2
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,machine,10,Classifier,group2
車門門把生鏽了。,否,1,machine,10,The N component of N-N Compound Noun,group2
九把刀的新書讓約翰愛不釋手。,否,1,machine,10,The N component of N-N-N Compound Noun,group2
新款吹風機設計成超好握的握把。,否,1,machine,10,The N component of V-N Compound Noun,group2
芭蕾把桿是芭蕾舞者的必備工具。,否,1,machine,10,The N component of N-N Compound Noun,group2
歹徒一把火燒光了她家。,否,1,machine,10,Classifier,group2
老王把持健康的生活態度，期盼能長命百歲。,否,1,machine,10,The V component of V-V Compound Verb,group2
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,machine,10,The V component of V-V Compound Verb,group2
趙六把持著整個公司的運作。,否,1,machine,10,The V component of V-V Compound Verb,group2
新款握把布改良了舊款的缺點。,否,1,machine,10,The N component of V-N-N Compound Noun,group2
四把椅子劇團在台北市的劇場表演。,否,1,machine,10,The N component of N-N-N-N Compound Noun,group2
約翰把玩著魔術方塊。,否,1,machine,10,The V component of V-V Compound Verb,group2
約翰每一把都贏。,否,1,machine,11,Classifier,group2
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,machine,11,The N component of V-N Compound Noun,group2
約翰對考一百分有十足的把握。,否,1,machine,11,The V component of V-V Compound Verb,group2
約翰用把手開鎖。,否,1,machine,11,The N component of N-N Compound Noun,group2
這把戲偵探一眼就看破了。,否,1,machine,11,The N component of N-N Compound Noun,group2
政府替人民把關食品安全。,否,1,machine,11,The V component of V-N Compound Verb,group2
中醫師替小明把脈。,否,1,machine,11,The V component of V-N Compound Verb,group2
要懂得把握時機才能爭取升職。,否,1,machine,11,The V component of V-V Compound Verb,group2
把門將士抵擋不住敵人攻城。,否,1,machine,11,The V component of V-N Compound Verb,group2
美國政府把控兩岸局勢。,否,1,machine,11,The V component of V-V Compound Verb,group2
壽司店童抓起整把筷子。,否,1,machine,11,Classifier,group2
媽媽要小明再加把勁。,否,1,machine,11,Classifier,group2
球拍握把要定期更換。,否,1,machine,11,The N component of V-N Compound Noun,group2
新手媽媽每天要幫小孩把屎把尿。,否,1,machine,11,The V component of V-N-V-N Compound Verb,group2
家長都希望小孩補習能學習一把罩。,否,1,machine,11,Classifier,group2
帥哥把妹很容易。,否,1,machine,11,The V component of V-N Compound Verb,group2
約翰把柄在人手裡，不得不對人言聽計從。,否,1,machine,11,The N component of N-N Compound Noun,group2
新球拍的握把很好握。,否,1,machine,11,The N component of V-N Compound Noun,group2
新上任的發言人是外交部第一把交椅。,否,1,machine,11,Classifier,group2
媽媽拿著一把刀切菜。,否,1,machine,11,Classifier,group2
做壞事的同學要小明在教室門口把風。,否,1,machine,11,The V component of V-N Compound Verb,group2
街亭有兵把守。,否,1,machine,11,The V component of V-V Compound Verb,group2
提起修理手錶，陳師傅可是老把式呢。,否,1,machine,11,The N component of N-N-N Compound Noun,group2
兇手推了約翰一把。,否,1,machine,11,Classifier,group2
超市裡三把蔥特價五十塊。,否,1,machine,11,Classifier,group2
女演員懂得如何把持好情緒。,否,1,machine,11,The V component of V-V Compound Verb,group2
老王在街口等了個把時辰。,否,1,machine,11,Classifier,group2
約翰在緊要關頭拉了老王一把。,否,1,machine,11,Classifier,group2
盡情把酒言歡是老王的夢想。,否,1,machine,11,The V component of V-N-V-N Compound Verb,group2
面對各種誘惑，要學習把持得住。,否,1,machine,11,The V component of V-V Compound Verb,group2
約翰替那位老婦人捏了把冷汗。,否,1,machine,11,Classifier,group2
歹徒身旁散落著兩把手槍。,否,1,machine,11,Classifier,group2
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,machine,11,Classifier,group2
約翰抓起一把塵土撒向大海。,否,1,machine,11,Classifier,group2
老師手把手教小明寫作業。,否,1,machine,11,The V component of N-V-N Phrase,group2
約翰用拖把拖地。,否,1,machine,11,The N component of V-N Compound Noun,group2
約翰把握老闆給的機會。,否,1,machine,11,The V component of V-V Compound Verb,group2
妹妹把玩地上的玩具。,否,1,machine,11,The V component of V-V Compound Verb,group2
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,machine,11,Classifier,group2
車門門把生鏽了。,否,1,machine,11,The N component of N-N Compound Noun,group2
九把刀的新書讓約翰愛不釋手。,否,1,machine,11,The N component of N-N-N Compound Noun,group2
新款吹風機設計成超好握的握把。,否,1,machine,11,The N component of V-N Compound Noun,group2
芭蕾把桿是芭蕾舞者的必備工具。,否,1,machine,11,The N component of N-N Compound Noun,group2
歹徒一把火燒光了她家。,否,1,machine,11,Classifier,group2
老王把持健康的生活態度，期盼能長命百歲。,否,1,machine,11,The V component of V-V Compound Verb,group2
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,machine,11,The V component of V-V Compound Verb,group2
趙六把持著整個公司的運作。,否,1,machine,11,The V component of V-V Compound Verb,group2
新款握把布改良了舊款的缺點。,否,1,machine,11,The N component of V-N-N Compound Noun,group2
四把椅子劇團在台北市的劇場表演。,否,1,machine,11,The N component of N-N-N-N Compound Noun,group2
約翰把玩著魔術方塊。,否,1,machine,11,The V component of V-V Compound Verb,group2
約翰每一把都贏。,否,1,machine,12,Classifier,group2
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,machine,12,The N component of V-N Compound Noun,group2
約翰對考一百分有十足的把握。,否,1,machine,12,The V component of V-V Compound Verb,group2
約翰用把手開鎖。,否,1,machine,12,The N component of N-N Compound Noun,group2
這把戲偵探一眼就看破了。,否,1,machine,12,The N component of N-N Compound Noun,group2
政府替人民把關食品安全。,否,1,machine,12,The V component of V-N Compound Verb,group2
中醫師替小明把脈。,否,1,machine,12,The V component of V-N Compound Verb,group2
要懂得把握時機才能爭取升職。,否,1,machine,12,The V component of V-V Compound Verb,group2
把門將士抵擋不住敵人攻城。,否,1,machine,12,The V component of V-N Compound Verb,group2
美國政府把控兩岸局勢。,否,1,machine,12,The V component of V-V Compound Verb,group2
壽司店童抓起整把筷子。,否,1,machine,12,Classifier,group2
媽媽要小明再加把勁。,否,1,machine,12,Classifier,group2
球拍握把要定期更換。,否,1,machine,12,The N component of V-N Compound Noun,group2
