Spreadsheet: test items,BA ,Accuracy,mode,Participant,Category
他把我罵三次了。,是,1,ChatGPT,20,VDO
他把我問了很難的問題。,是,0,ChatGPT,20,VIO
土匪把他殺了父親。,是,0,ChatGPT,20,SCS
他把我冷得直哆嗦。,是,1,ChatGPT,20,SCS
他把腿走得很酸。,是,0,ChatGPT,20,SCS
他把手摀在耳朵上。,是,1,ChatGPT,20,VDO
他把臉塗滿了灰。,是,1,ChatGPT,20,VDO
這瓶酒把李四醉得站不起來。,是,1,ChatGPT,20,SCS
他把悲傷化成力量。,是,1,ChatGPT,20,SCS
他把橘子剝了皮。,是,1,ChatGPT,20,SCS
他把水燒了半天。,是,1,ChatGPT,20,VDO
我會把書放在桌上。,是,1,ChatGPT,20,VDO
我們得先把這問題想一想。,是,1,ChatGPT,20,VDO
他會把你踢好幾腳。,是,1,ChatGPT,20,VDO
他把菜炒爛了。,是,1,ChatGPT,20,VDO
他把便宜佔盡了。,是,1,ChatGPT,20,VDO
他把酒不停地喝。,是,1,ChatGPT,20,VDO
你把這封信寫了，我們就出去。,是,1,ChatGPT,20,VDO
他把蘋果吃了。,是,1,ChatGPT,20,VDO
他把你恨透了。,是,1,ChatGPT,20,VDO
他把我哭得心煩。,是,1,ChatGPT,20,SCS
他把這電影看了三遍。,是,1,ChatGPT,20,VDO
我把字典借給老王。,是,0,ChatGPT,20,VDO
他總是把家保持得很乾淨。,是,0,ChatGPT,20,SCS
他已經把行李拿出來了。,是,1,ChatGPT,20,VDO
他把一個大好機會錯過了。,是,1,ChatGPT,20,VDO
他在一個鐘頭內把窗戶洗得很乾淨。,是,1,ChatGPT,20,SCS
約翰每一把都贏。,否,1,ChatGPT,4,Classifier
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,ChatGPT,4,The N component of V-N Compound Noun
約翰對考一百分有十足的把握。,否,1,ChatGPT,4,The V component of V-V Compound Verb
約翰用把手開鎖。,否,1,ChatGPT,4,The N component of N-N Compound Noun
這把戲偵探一眼就看破了。,否,1,ChatGPT,4,The N component of N-N Compound Noun
政府替人民把關食品安全。,否,1,ChatGPT,4,The V component of V-N Compound Verb
中醫師替小明把脈。,否,1,ChatGPT,4,The V component of V-N Compound Verb
要懂得把握時機才能爭取升職。,否,1,ChatGPT,4,The V component of V-V Compound Verb
把門將士抵擋不住敵人攻城。,否,1,ChatGPT,4,The V component of V-N Compound Verb
美國政府把控兩岸局勢。,否,1,ChatGPT,4,The V component of V-V Compound Verb
壽司店童抓起整把筷子。,否,1,ChatGPT,4,Classifier
媽媽要小明再加把勁。,否,1,ChatGPT,4,Classifier
球拍握把要定期更換。,否,1,ChatGPT,4,The N component of V-N Compound Noun
新手媽媽每天要幫小孩把屎把尿。,否,1,ChatGPT,4,The V component of V-N-V-N Compound Verb
家長都希望小孩補習能學習一把罩。,否,1,ChatGPT,4,Classifier
帥哥把妹很容易。,否,1,ChatGPT,4,The V component of V-N Compound Verb
約翰把柄在人手裡，不得不對人言聽計從。,否,1,ChatGPT,4,The N component of N-N Compound Noun
新球拍的握把很好握。,否,1,ChatGPT,4,The N component of V-N Compound Noun
新上任的發言人是外交部第一把交椅。,否,1,ChatGPT,4,Classifier
媽媽拿著一把刀切菜。,否,1,ChatGPT,4,Classifier
做壞事的同學要小明在教室門口把風。,否,1,ChatGPT,4,The V component of V-N Compound Verb
街亭有兵把守。,否,1,ChatGPT,4,The V component of V-V Compound Verb
提起修理手錶，陳師傅可是老把式呢。,否,1,ChatGPT,4,The N component of N-N-N Compound Noun
兇手推了約翰一把。,否,1,ChatGPT,4,Classifier
超市裡三把蔥特價五十塊。,否,1,ChatGPT,4,Classifier
女演員懂得如何把持好情緒。,否,1,ChatGPT,4,The V component of V-V Compound Verb
老王在街口等了個把時辰。,否,1,ChatGPT,4,Classifier
約翰在緊要關頭拉了老王一把。,否,1,ChatGPT,4,Classifier
盡情把酒言歡是老王的夢想。,否,1,ChatGPT,4,The V component of V-N-V-N Compound Verb
面對各種誘惑，要學習把持得住。,否,1,ChatGPT,4,The V component of V-V Compound Verb
約翰替那位老婦人捏了把冷汗。,否,1,ChatGPT,4,Classifier
歹徒身旁散落著兩把手槍。,否,1,ChatGPT,4,Classifier
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,ChatGPT,4,Classifier
約翰抓起一把塵土撒向大海。,否,1,ChatGPT,4,Classifier
老師手把手教小明寫作業。,否,1,ChatGPT,4,The V component of N-V-N Phrase
約翰用拖把拖地。,否,1,ChatGPT,4,The N component of V-N Compound Noun
約翰把握老闆給的機會。,否,1,ChatGPT,4,The V component of V-V Compound Verb
妹妹把玩地上的玩具。,否,1,ChatGPT,4,The V component of V-V Compound Verb
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,ChatGPT,4,Classifier
車門門把生鏽了。,否,1,ChatGPT,4,The N component of N-N Compound Noun
九把刀的新書讓約翰愛不釋手。,否,1,ChatGPT,4,The N component of N-N-N Compound Noun
新款吹風機設計成超好握的握把。,否,1,ChatGPT,4,The N component of V-N Compound Noun
芭蕾把桿是芭蕾舞者的必備工具。,否,1,ChatGPT,4,The N component of N-N Compound Noun
歹徒一把火燒光了她家。,否,1,ChatGPT,4,Classifier
老王把持健康的生活態度，期盼能長命百歲。,否,1,ChatGPT,4,The V component of V-V Compound Verb
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,ChatGPT,4,The V component of V-V Compound Verb
趙六把持著整個公司的運作。,否,1,ChatGPT,4,The V component of V-V Compound Verb
新款握把布改良了舊款的缺點。,否,1,ChatGPT,4,The N component of V-N-N Compound Noun
四把椅子劇團在台北市的劇場表演。,否,1,ChatGPT,4,The N component of N-N-N-N Compound Noun
約翰把玩著魔術方塊。,否,1,ChatGPT,4,The V component of V-V Compound Verb
約翰每一把都贏。,否,1,ChatGPT,5,Classifier
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,ChatGPT,5,The N component of V-N Compound Noun
約翰對考一百分有十足的把握。,否,1,ChatGPT,5,The V component of V-V Compound Verb
約翰用把手開鎖。,否,1,ChatGPT,5,The N component of N-N Compound Noun
這把戲偵探一眼就看破了。,否,1,ChatGPT,5,The N component of N-N Compound Noun
政府替人民把關食品安全。,否,1,ChatGPT,5,The V component of V-N Compound Verb
中醫師替小明把脈。,否,1,ChatGPT,5,The V component of V-N Compound Verb
要懂得把握時機才能爭取升職。,否,1,ChatGPT,5,The V component of V-V Compound Verb
把門將士抵擋不住敵人攻城。,否,1,ChatGPT,5,The V component of V-N Compound Verb
美國政府把控兩岸局勢。,否,1,ChatGPT,5,The V component of V-V Compound Verb
壽司店童抓起整把筷子。,否,1,ChatGPT,5,Classifier
媽媽要小明再加把勁。,否,1,ChatGPT,5,Classifier
球拍握把要定期更換。,否,1,ChatGPT,5,The N component of V-N Compound Noun
新手媽媽每天要幫小孩把屎把尿。,否,1,ChatGPT,5,The V component of V-N-V-N Compound Verb
家長都希望小孩補習能學習一把罩。,否,1,ChatGPT,5,Classifier
帥哥把妹很容易。,否,1,ChatGPT,5,The V component of V-N Compound Verb
約翰把柄在人手裡，不得不對人言聽計從。,否,1,ChatGPT,5,The N component of N-N Compound Noun
新球拍的握把很好握。,否,1,ChatGPT,5,The N component of V-N Compound Noun
新上任的發言人是外交部第一把交椅。,否,1,ChatGPT,5,Classifier
媽媽拿著一把刀切菜。,否,1,ChatGPT,5,Classifier
做壞事的同學要小明在教室門口把風。,否,1,ChatGPT,5,The V component of V-N Compound Verb
街亭有兵把守。,否,1,ChatGPT,5,The V component of V-V Compound Verb
提起修理手錶，陳師傅可是老把式呢。,否,1,ChatGPT,5,The N component of N-N-N Compound Noun
兇手推了約翰一把。,否,1,ChatGPT,5,Classifier
超市裡三把蔥特價五十塊。,否,1,ChatGPT,5,Classifier
女演員懂得如何把持好情緒。,否,1,ChatGPT,5,The V component of V-V Compound Verb
老王在街口等了個把時辰。,否,1,ChatGPT,5,Classifier
約翰在緊要關頭拉了老王一把。,否,1,ChatGPT,5,Classifier
盡情把酒言歡是老王的夢想。,否,1,ChatGPT,5,The V component of V-N-V-N Compound Verb
面對各種誘惑，要學習把持得住。,否,1,ChatGPT,5,The V component of V-V Compound Verb
約翰替那位老婦人捏了把冷汗。,否,1,ChatGPT,5,Classifier
歹徒身旁散落著兩把手槍。,否,1,ChatGPT,5,Classifier
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,ChatGPT,5,Classifier
約翰抓起一把塵土撒向大海。,否,1,ChatGPT,5,Classifier
老師手把手教小明寫作業。,否,1,ChatGPT,5,The V component of N-V-N Phrase
約翰用拖把拖地。,否,1,ChatGPT,5,The N component of V-N Compound Noun
約翰把握老闆給的機會。,否,1,ChatGPT,5,The V component of V-V Compound Verb
妹妹把玩地上的玩具。,否,0,ChatGPT,5,The V component of V-V Compound Verb
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,ChatGPT,5,Classifier
車門門把生鏽了。,否,1,ChatGPT,5,The N component of N-N Compound Noun
九把刀的新書讓約翰愛不釋手。,否,1,ChatGPT,5,The N component of N-N-N Compound Noun
新款吹風機設計成超好握的握把。,否,1,ChatGPT,5,The N component of V-N Compound Noun
芭蕾把桿是芭蕾舞者的必備工具。,否,1,ChatGPT,5,The N component of N-N Compound Noun
歹徒一把火燒光了她家。,否,1,ChatGPT,5,Classifier
老王把持健康的生活態度，期盼能長命百歲。,否,1,ChatGPT,5,The V component of V-V Compound Verb
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,ChatGPT,5,The V component of V-V Compound Verb
趙六把持著整個公司的運作。,否,1,ChatGPT,5,The V component of V-V Compound Verb
新款握把布改良了舊款的缺點。,否,1,ChatGPT,5,The N component of V-N-N Compound Noun
四把椅子劇團在台北市的劇場表演。,否,1,ChatGPT,5,The N component of N-N-N-N Compound Noun
約翰把玩著魔術方塊。,否,1,ChatGPT,5,The V component of V-V Compound Verb
約翰每一把都贏。,否,1,ChatGPT,6,Classifier
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,ChatGPT,6,The N component of V-N Compound Noun
約翰對考一百分有十足的把握。,否,1,ChatGPT,6,The V component of V-V Compound Verb
約翰用把手開鎖。,否,1,ChatGPT,6,The N component of N-N Compound Noun
這把戲偵探一眼就看破了。,否,1,ChatGPT,6,The N component of N-N Compound Noun
政府替人民把關食品安全。,否,1,ChatGPT,6,The V component of V-N Compound Verb
中醫師替小明把脈。,否,1,ChatGPT,6,The V component of V-N Compound Verb
要懂得把握時機才能爭取升職。,否,1,ChatGPT,6,The V component of V-V Compound Verb
把門將士抵擋不住敵人攻城。,否,1,ChatGPT,6,The V component of V-N Compound Verb
美國政府把控兩岸局勢。,否,1,ChatGPT,6,The V component of V-V Compound Verb
壽司店童抓起整把筷子。,否,1,ChatGPT,6,Classifier
媽媽要小明再加把勁。,否,1,ChatGPT,6,Classifier
球拍握把要定期更換。,否,1,ChatGPT,6,The N component of V-N Compound Noun
新手媽媽每天要幫小孩把屎把尿。,否,1,ChatGPT,6,The V component of V-N-V-N Compound Verb
家長都希望小孩補習能學習一把罩。,否,1,ChatGPT,6,Classifier
帥哥把妹很容易。,否,0,ChatGPT,6,The V component of V-N Compound Verb
約翰把柄在人手裡，不得不對人言聽計從。,否,1,ChatGPT,6,The N component of N-N Compound Noun
新球拍的握把很好握。,否,1,ChatGPT,6,The N component of V-N Compound Noun
新上任的發言人是外交部第一把交椅。,否,1,ChatGPT,6,Classifier
媽媽拿著一把刀切菜。,否,1,ChatGPT,6,Classifier
做壞事的同學要小明在教室門口把風。,否,1,ChatGPT,6,The V component of V-N Compound Verb
街亭有兵把守。,否,1,ChatGPT,6,The V component of V-V Compound Verb
提起修理手錶，陳師傅可是老把式呢。,否,1,ChatGPT,6,The N component of N-N-N Compound Noun
兇手推了約翰一把。,否,1,ChatGPT,6,Classifier
超市裡三把蔥特價五十塊。,否,1,ChatGPT,6,Classifier
女演員懂得如何把持好情緒。,否,1,ChatGPT,6,The V component of V-V Compound Verb
老王在街口等了個把時辰。,否,1,ChatGPT,6,Classifier
約翰在緊要關頭拉了老王一把。,否,1,ChatGPT,6,Classifier
盡情把酒言歡是老王的夢想。,否,1,ChatGPT,6,The V component of V-N-V-N Compound Verb
面對各種誘惑，要學習把持得住。,否,1,ChatGPT,6,The V component of V-V Compound Verb
約翰替那位老婦人捏了把冷汗。,否,1,ChatGPT,6,Classifier
歹徒身旁散落著兩把手槍。,否,1,ChatGPT,6,Classifier
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,ChatGPT,6,Classifier
約翰抓起一把塵土撒向大海。,否,1,ChatGPT,6,Classifier
老師手把手教小明寫作業。,否,1,ChatGPT,6,The V component of N-V-N Phrase
約翰用拖把拖地。,否,1,ChatGPT,6,The N component of V-N Compound Noun
約翰把握老闆給的機會。,否,1,ChatGPT,6,The V component of V-V Compound Verb
妹妹把玩地上的玩具。,否,0,ChatGPT,6,The V component of V-V Compound Verb
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,ChatGPT,6,Classifier
車門門把生鏽了。,否,1,ChatGPT,6,The N component of N-N Compound Noun
九把刀的新書讓約翰愛不釋手。,否,1,ChatGPT,6,The N component of N-N-N Compound Noun
新款吹風機設計成超好握的握把。,否,1,ChatGPT,6,The N component of V-N Compound Noun
芭蕾把桿是芭蕾舞者的必備工具。,否,1,ChatGPT,6,The N component of N-N Compound Noun
歹徒一把火燒光了她家。,否,1,ChatGPT,6,Classifier
老王把持健康的生活態度，期盼能長命百歲。,否,1,ChatGPT,6,The V component of V-V Compound Verb
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,ChatGPT,6,The V component of V-V Compound Verb
趙六把持著整個公司的運作。,否,1,ChatGPT,6,The V component of V-V Compound Verb
新款握把布改良了舊款的缺點。,否,1,ChatGPT,6,The N component of V-N-N Compound Noun
四把椅子劇團在台北市的劇場表演。,否,1,ChatGPT,6,The N component of N-N-N-N Compound Noun
約翰把玩著魔術方塊。,否,1,ChatGPT,6,The V component of V-V Compound Verb
約翰每一把都贏。,否,1,ChatGPT,7,Classifier
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,ChatGPT,7,The N component of V-N Compound Noun
約翰對考一百分有十足的把握。,否,1,ChatGPT,7,The V component of V-V Compound Verb
約翰用把手開鎖。,否,1,ChatGPT,7,The N component of N-N Compound Noun
這把戲偵探一眼就看破了。,否,1,ChatGPT,7,The N component of N-N Compound Noun
政府替人民把關食品安全。,否,1,ChatGPT,7,The V component of V-N Compound Verb
中醫師替小明把脈。,否,1,ChatGPT,7,The V component of V-N Compound Verb
要懂得把握時機才能爭取升職。,否,1,ChatGPT,7,The V component of V-V Compound Verb
把門將士抵擋不住敵人攻城。,否,1,ChatGPT,7,The V component of V-N Compound Verb
美國政府把控兩岸局勢。,否,1,ChatGPT,7,The V component of V-V Compound Verb
壽司店童抓起整把筷子。,否,1,ChatGPT,7,Classifier
媽媽要小明再加把勁。,否,1,ChatGPT,7,Classifier
球拍握把要定期更換。,否,1,ChatGPT,7,The N component of V-N Compound Noun
新手媽媽每天要幫小孩把屎把尿。,否,1,ChatGPT,7,The V component of V-N-V-N Compound Verb
家長都希望小孩補習能學習一把罩。,否,1,ChatGPT,7,Classifier
帥哥把妹很容易。,否,1,ChatGPT,7,The V component of V-N Compound Verb
約翰把柄在人手裡，不得不對人言聽計從。,否,1,ChatGPT,7,The N component of N-N Compound Noun
新球拍的握把很好握。,否,1,ChatGPT,7,The N component of V-N Compound Noun
新上任的發言人是外交部第一把交椅。,否,1,ChatGPT,7,Classifier
媽媽拿著一把刀切菜。,否,1,ChatGPT,7,Classifier
做壞事的同學要小明在教室門口把風。,否,1,ChatGPT,7,The V component of V-N Compound Verb
街亭有兵把守。,否,1,ChatGPT,7,The V component of V-V Compound Verb
提起修理手錶，陳師傅可是老把式呢。,否,1,ChatGPT,7,The N component of N-N-N Compound Noun
兇手推了約翰一把。,否,1,ChatGPT,7,Classifier
超市裡三把蔥特價五十塊。,否,1,ChatGPT,7,Classifier
女演員懂得如何把持好情緒。,否,1,ChatGPT,7,The V component of V-V Compound Verb
老王在街口等了個把時辰。,否,1,ChatGPT,7,Classifier
約翰在緊要關頭拉了老王一把。,否,1,ChatGPT,7,Classifier
盡情把酒言歡是老王的夢想。,否,1,ChatGPT,7,The V component of V-N-V-N Compound Verb
面對各種誘惑，要學習把持得住。,否,1,ChatGPT,7,The V component of V-V Compound Verb
約翰替那位老婦人捏了把冷汗。,否,1,ChatGPT,7,Classifier
歹徒身旁散落著兩把手槍。,否,1,ChatGPT,7,Classifier
西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否,1,ChatGPT,7,Classifier
約翰抓起一把塵土撒向大海。,否,1,ChatGPT,7,Classifier
老師手把手教小明寫作業。,否,1,ChatGPT,7,The V component of N-V-N Phrase
約翰用拖把拖地。,否,1,ChatGPT,7,The N component of V-N Compound Noun
約翰把握老闆給的機會。,否,1,ChatGPT,7,The V component of V-V Compound Verb
妹妹把玩地上的玩具。,否,1,ChatGPT,7,The V component of V-V Compound Verb
媽媽眼明手快的從人群中一把抓住特價商品。,否,1,ChatGPT,7,Classifier
車門門把生鏽了。,否,1,ChatGPT,7,The N component of N-N Compound Noun
九把刀的新書讓約翰愛不釋手。,否,1,ChatGPT,7,The N component of N-N-N Compound Noun
新款吹風機設計成超好握的握把。,否,1,ChatGPT,7,The N component of V-N Compound Noun
芭蕾把桿是芭蕾舞者的必備工具。,否,1,ChatGPT,7,The N component of N-N Compound Noun
歹徒一把火燒光了她家。,否,1,ChatGPT,7,Classifier
老王把持健康的生活態度，期盼能長命百歲。,否,1,ChatGPT,7,The V component of V-V Compound Verb
善於攏絡人心的政治人物知道如何把持群眾的心。,否,1,ChatGPT,7,The V component of V-V Compound Verb
趙六把持著整個公司的運作。,否,1,ChatGPT,7,The V component of V-V Compound Verb
新款握把布改良了舊款的缺點。,否,1,ChatGPT,7,The N component of V-N-N Compound Noun
四把椅子劇團在台北市的劇場表演。,否,1,ChatGPT,7,The N component of N-N-N-N Compound Noun
約翰把玩著魔術方塊。,否,1,ChatGPT,7,The V component of V-V Compound Verb
約翰每一把都贏。,否,1,ChatGPT,8,Classifier
約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否,1,ChatGPT,8,The N component of V-N Compound Noun
約翰對考一百分有十足的把握。,否,1,ChatGPT,8,The V component of V-V Compound Verb
約翰用把手開鎖。,否,1,ChatGPT,8,The N component of N-N Compound Noun
這把戲偵探一眼就看破了。,否,1,ChatGPT,8,The N component of N-N Compound Noun
政府替人民把關食品安全。,否,1,ChatGPT,8,The V component of V-N Compound Verb
中醫師替小明把脈。,否,1,ChatGPT,8,The V component of V-N Compound Verb
要懂得把握時機才能爭取升職。,否,1,ChatGPT,8,The V component of V-V Compound Verb
把門將士抵擋不住敵人攻城。,否,1,ChatGPT,8,The V component of V-N Compound Verb
美國政府把控兩岸局勢。,否,1,ChatGPT,8,The V component of V-V Compound Verb
壽司店童抓起整把筷子。,否,1,ChatGPT,8,Classifier
媽媽要小明再加把勁。,否,1,ChatGPT,8,Classifier
